"Timepoint","c_Viruses","Replicate","Station_Number","Sample_Type","Location","Depth"
1,3.72341130290292,6,428,"VPC",1,1
2,3.68401493077181,1,428,"VP",1,1
2,2.63890181543512,2,428,"VP",1,1
2,4.12744965188805,3,428,"VP",1,1
2,2.71947050774867,4,428,"VPC",1,1
2,4.97012839545179,5,428,"VPC",1,1
2,2.51847559296717,6,428,"VPC",1,1
3,3.80695536017802,1,428,"VP",1,1
3,4.65766479452501,2,428,"VP",1,1
3,3.44208896156663,3,428,"VP",1,1
3,3.25463379564202,4,428,"VPC",1,1
3,3.13045424186747,5,428,"VPC",1,1
3,4.09782120922502,6,428,"VPC",1,1
4,3.22974970026431,1,428,"VP",1,1
4,4.27393519261703,2,428,"VP",1,1
4,3.50662761158874,3,428,"VP",1,1
4,4.66090053409987,4,428,"VPC",1,1
4,2.79245067530386,5,428,"VPC",1,1
4,2.98697466108815,6,428,"VPC",1,1
5,2.77486679930262,1,428,"VP",1,1
5,2.79144735495344,2,428,"VP",1,1
5,2.9476895592339,3,428,"VP",1,1
5,4.00065691529753,4,428,"VPC",1,1
5,2.50158891591927,5,428,"VPC",1,1
5,4.04365779616634,6,428,"VPC",1,1
6,3.68417636094656,1,428,"VP",1,1
6,2.95928616808555,2,428,"VP",1,1
6,4.66249085954471,3,428,"VP",1,1
6,2.96893111812478,4,428,"VPC",1,1
6,5.52346142046275,5,428,"VPC",1,1
6,2.93556453124389,6,428,"VPC",1,1
1,3.52486018467345,1,429,"VP",1,1
1,3.30870722133701,2,429,"VP",1,1
1,5.59501055518439,3,429,"VP",1,1
1,3.3446655639194,4,429,"VPC",1,1
1,5.03007927470532,5,429,"VPC",1,1
1,2.7939357071672,6,429,"VPC",1,1
2,3.84533035372231,1,429,"VP",1,1
2,3.34627412642603,2,429,"VP",1,1
2,3.75997802504849,3,429,"VP",1,1
2,2.28936794910981,4,429,"VPC",1,1
2,2.62916587346501,5,429,"VPC",1,1
2,3.17285796685926,6,429,"VPC",1,1
3,2.46688910306947,1,429,"VP",1,1
3,2.06510865474169,2,429,"VP",1,1
3,2.44444586965162,3,429,"VP",1,1
3,2.07348308003105,4,429,"VPC",1,1
3,2.63341685327193,5,429,"VPC",1,1
3,2.07393479914051,6,429,"VPC",1,1
4,3.46185261962549,1,429,"VP",1,1
4,3.11784369809332,2,429,"VP",1,1
4,2.79924244645381,3,429,"VP",1,1
4,4.30213273075473,4,429,"VPC",1,1
4,2.78815246181779,5,429,"VPC",1,1
4,3.55779417890409,6,429,"VPC",1,1
5,2.49306348143794,1,429,"VP",1,1
5,6.16992598019975,2,429,"VP",1,1
5,2.54491732632303,3,429,"VP",1,1
5,5.23259506326931,4,429,"VPC",1,1
5,2.43242981842563,5,429,"VPC",1,1
5,3.93136009591305,6,429,"VPC",1,1
6,2.57901797433693,1,429,"VP",1,1
6,3.68298398307213,2,429,"VP",1,1
6,2.86036683039596,3,429,"VP",1,1
6,5.31854704228087,4,429,"VPC",1,1
6,3.3725725174153,5,429,"VPC",1,1
6,6.0659993660684,6,429,"VPC",1,1
1,2.23494887737192,1,430,"VP",1,1
1,2.24265571258286,2,430,"VP",1,1
1,3.1002785636657,3,430,"VP",1,1
1,3.45509932539025,4,430,"VPC",1,1
1,3.18514967034066,5,430,"VPC",1,1
1,3.58749140187021,6,430,"VPC",1,1
2,2.47859531889154,1,430,"VP",1,1
2,2.98003798728715,2,430,"VP",1,1
2,2.22950415310101,3,430,"VP",1,1
2,3.00267017422686,4,430,"VPC",1,1
2,2.34544844105673,5,430,"VPC",1,1
2,2.96764669817477,6,430,"VPC",1,1
3,3.0096044177714,1,430,"VP",1,1
3,3.58732347729527,2,430,"VP",1,1
3,2.65025653989266,3,430,"VP",1,1
3,3.28327560942975,4,430,"VPC",1,1
3,3.19788427582811,5,430,"VPC",1,1
3,2.36562677447241,6,430,"VPC",1,1
4,4.77541325437077,1,430,"VP",1,1
4,3.4899112798889,2,430,"VP",1,1
4,3.84850325628708,3,430,"VP",1,1
4,3.08078451449012,4,430,"VPC",1,1
4,5.81519232334334,5,430,"VPC",1,1
4,3.17930377444858,6,430,"VPC",1,1
5,3.15970345281326,1,430,"VP",1,1
5,2.5820948677674,2,430,"VP",1,1
5,3.56221785130114,3,430,"VP",1,1
5,2.9369763837406,4,430,"VPC",1,1
5,2.97785767369777,5,430,"VPC",1,1
5,3.198825059347,6,430,"VPC",1,1
6,3.15706102522034,1,430,"VP",1,1
6,5.03311876225016,2,430,"VP",1,1
6,3.33873199404343,3,430,"VP",1,1
6,2.68880726462262,4,430,"VPC",1,1
6,3.52602102917689,5,430,"VPC",1,1
6,5.05351708632656,6,430,"VPC",1,1
1,2.8545654328048,1,431,"VP",1,1
1,2.62545602994664,2,431,"VP",1,1
1,2.78065943318693,3,431,"VP",1,1
1,2.95997020856837,4,431,"VPC",1,1
1,3.28040876496594,5,431,"VPC",1,1
1,3.00461577662319,6,431,"VPC",1,1
2,3.68922296682099,1,431,"VP",1,1
2,2.80125413514937,2,431,"VP",1,1
2,3.82251680624532,3,431,"VP",1,1
2,4.03663516307703,4,431,"VPC",1,1
2,4.91967387226928,5,431,"VPC",1,1
2,3.29563091649865,6,431,"VPC",1,1
3,3.62786278985806,1,431,"VP",1,1
3,4.25998166618166,2,431,"VP",1,1
3,3.24257492908135,3,431,"VP",1,1
3,4.73420248524708,4,431,"VPC",1,1
3,4.01673387155161,5,431,"VPC",1,1
3,5.99608434890117,6,431,"VPC",1,1
4,2.51036502965724,1,431,"VP",1,1
4,2.37176908126146,2,431,"VP",1,1
4,2.84219549223289,3,431,"VP",1,1
4,2.24838009046849,4,431,"VPC",1,1
4,2.68847206388111,5,431,"VPC",1,1
4,2.41202840051186,6,431,"VPC",1,1
5,2.17655332872844,1,431,"VP",1,1
5,3.28030551060737,2,431,"VP",1,1
5,2.1884462344558,3,431,"VP",1,1
5,5.58565815947643,4,431,"VPC",1,1
5,2.16016192877511,5,431,"VPC",1,1
5,5.04314436452454,6,431,"VPC",1,1
6,3.52924661258359,1,431,"VP",1,1
6,3.2444161295936,2,431,"VP",1,1
6,3.6758314235947,3,431,"VP",1,1
6,4.21795964562555,4,431,"VPC",1,1
6,3.03541439943552,5,431,"VPC",1,1
6,3.75816586767092,6,431,"VPC",1,1
1,2.47478573519599,1,432,"VP",1,1
1,3.90997968061853,2,432,"VP",1,1
1,4.55718154104403,3,432,"VP",1,1
1,3.49160095236208,4,432,"VPC",1,1
1,4.44655188020433,5,432,"VPC",1,1
1,2.92988970577799,6,432,"VPC",1,1
2,5.29805498407531,1,432,"VP",1,1
2,2.43538931725562,2,432,"VP",1,1
2,3.47411500446412,3,432,"VP",1,1
2,3.08370880527409,4,432,"VPC",1,1
2,4.53220023407996,5,432,"VPC",1,1
2,3.27787323242055,6,432,"VPC",1,1
3,2.61262916177762,1,432,"VP",1,1
3,2.65869722094861,2,432,"VP",1,1
3,3.71291501233818,3,432,"VP",1,1
3,2.4459160184178,4,432,"VPC",1,1
3,3.91328248293854,5,432,"VPC",1,1
3,2.37623057190175,6,432,"VPC",1,1
4,4.3352108206382,1,432,"VP",1,1
4,3.53439036321841,2,432,"VP",1,1
4,3.70995419857455,3,432,"VP",1,1
4,2.66244893263505,4,432,"VPC",1,1
4,3.2935014703243,5,432,"VPC",1,1
4,3.32034625331475,6,432,"VPC",1,1
5,3.00901184440807,1,432,"VP",1,1
5,2.26106164112415,2,432,"VP",1,1
5,3.20535822502132,3,432,"VP",1,1
5,2.10079651730408,4,432,"VPC",1,1
5,3.61621346218523,5,432,"VPC",1,1
5,2.17194057546943,6,432,"VPC",1,1
6,2.31201119517257,1,432,"VP",1,1
6,3.20011506768777,2,432,"VP",1,1
6,2.12290754760866,3,432,"VP",1,1
6,3.2665705738037,4,432,"VPC",1,1
6,2.34146144140112,5,432,"VPC",1,1
6,4.17278554889342,6,432,"VPC",1,1
1,2.44012457636083,1,433,"VP",1,1
1,3.818234274247,2,433,"VP",1,1
1,4.61571118027433,3,433,"VP",1,1
1,4.11137531519668,4,433,"VPC",1,1
1,4.56387457959917,5,433,"VPC",1,1
1,3.13475170475298,6,433,"VPC",1,1
2,3.42537006656061,1,433,"VP",1,1
2,3.69781923105313,2,433,"VP",1,1
2,5.05138058371711,3,433,"VP",1,1
2,4.73888522041168,4,433,"VPC",1,1
2,4.32522046382986,5,433,"VPC",1,1
2,5.52168696980435,6,433,"VPC",1,1
3,2.25404045130153,1,433,"VP",1,1
3,3.59492347358629,2,433,"VP",1,1
3,2.27471494585788,3,433,"VP",1,1
3,3.97964640948441,4,433,"VPC",1,1
3,2.27363920583875,5,433,"VPC",1,1
3,4.69929799625073,6,433,"VPC",1,1
4,2.9111551793874,1,433,"VP",1,1
4,2.20924644913714,2,433,"VP",1,1
4,4.77409664426655,3,433,"VP",1,1
4,3.92570821324072,4,433,"VPC",1,1
4,5.14388790822544,5,433,"VPC",1,1
4,3.72842188194844,6,433,"VPC",1,1
5,2.35084794696623,1,433,"VP",1,1
5,3.85117326260348,2,433,"VP",1,1
5,2.27238639198024,3,433,"VP",1,1
5,3.15180353382954,4,433,"VPC",1,1
5,2.1655701523782,5,433,"VPC",1,1
5,4.18376975583999,6,433,"VPC",1,1
6,4.78511224211091,1,433,"VP",1,1
6,3.2018968054034,2,433,"VP",1,1
6,4.48923867970484,3,433,"VP",1,1
6,3.89025348116351,4,433,"VPC",1,1
6,3.21478545136868,5,433,"VPC",1,1
6,4.71356142547958,6,433,"VPC",1,1
1,5.15202681445646,1,434,"VP",1,1
1,2.70708920696361,2,434,"VP",1,1
1,4.78221824435313,3,434,"VP",1,1
1,2.41263420031957,4,434,"VPC",1,1
1,3.09851910811251,5,434,"VPC",1,1
1,2.39680911127469,6,434,"VPC",1,1
2,3.22862462849324,1,434,"VP",1,1
2,3.90326854160799,2,434,"VP",1,1
2,3.22056023599749,3,434,"VP",1,1
2,4.8348246019524,4,434,"VPC",1,1
2,4.0025709140687,5,434,"VPC",1,1
2,3.36745027559107,6,434,"VPC",1,1
3,2.57346077665873,1,434,"VP",1,1
3,3.99008899540483,2,434,"VP",1,1
3,3.91218246872604,3,434,"VP",1,1
3,2.95080055576987,4,434,"VPC",1,1
3,4.11892729216508,5,434,"VPC",1,1
3,3.68402103296086,6,434,"VPC",1,1
4,5.07773993243336,1,434,"VP",1,1
4,2.82222529489748,2,434,"VP",1,1
4,4.08906237633886,3,434,"VP",1,1
4,3.37823829286102,4,434,"VPC",1,1
4,3.67251056682204,5,434,"VPC",1,1
4,3.33785840668815,6,434,"VPC",1,1
5,3.10861357327726,1,434,"VP",1,1
5,3.44060288664798,2,434,"VP",1,1
5,4.19777309898813,3,434,"VP",1,1
5,2.41990380049337,4,434,"VPC",1,1
5,4.34707764776193,5,434,"VPC",1,1
5,3.48684626684091,6,434,"VPC",1,1
6,2.82192389024251,1,434,"VP",1,1
6,2.43924027132685,2,434,"VP",1,1
6,3.01060563841122,3,434,"VP",1,1
6,4.23698735711064,4,434,"VPC",1,1
6,2.35365206905098,5,434,"VPC",1,1
6,4.35872307414902,6,434,"VPC",1,1
1,2.78047881860586,1,435,"VP",1,1
1,3.17971804148505,2,435,"VP",1,1
1,2.6576661869134,3,435,"VP",1,1
1,2.99255493008598,4,435,"VPC",1,1
1,2.73039465645673,5,435,"VPC",1,1
1,2.28952624985869,6,435,"VPC",1,1
2,3.93080778158437,1,435,"VP",1,1
2,3.8061807360326,2,435,"VP",1,1
2,2.34815027227146,3,435,"VP",1,1
2,3.18864463430014,4,435,"VPC",1,1
2,4.00846511155055,5,435,"VPC",1,1
2,4.62763946685246,6,435,"VPC",1,1
3,3.25968670044354,1,435,"VP",1,1
3,3.8124553456501,2,435,"VP",1,1
3,2.95935408117137,3,435,"VP",1,1
3,2.06245577129191,4,435,"VPC",1,1
3,3.29597898724636,5,435,"VPC",1,1
3,3.7650907363003,6,435,"VPC",1,1
4,4.2453737338475,1,435,"VP",1,1
4,3.97965914094368,2,435,"VP",1,1
4,4.37901894000542,3,435,"VP",1,1
4,4.56210030652291,4,435,"VPC",1,1
4,2.38718593812441,5,435,"VPC",1,1
4,2.78439827240233,6,435,"VPC",1,1
5,3.17697791617285,1,435,"VP",1,1
5,3.51292527572356,2,435,"VP",1,1
5,2.88917673551408,3,435,"VP",1,1
5,3.31671653006214,4,435,"VPC",1,1
5,2.94335401050737,5,435,"VPC",1,1
5,2.70992557117832,6,435,"VPC",1,1
6,6.0024121235688,1,435,"VP",1,1
6,3.93976975265908,2,435,"VP",1,1
6,4.22450825794268,3,435,"VP",1,1
6,5.05592405244639,4,435,"VPC",1,1
6,4.5855313384198,5,435,"VPC",1,1
6,3.97209965853865,6,435,"VPC",1,1
1,2.15041668853138,1,436,"VP",1,1
1,3.28204841834627,2,436,"VP",1,1
1,2.12206643933909,3,436,"VP",1,1
1,3.08651704943395,4,436,"VPC",1,1
1,2.17239761792949,5,436,"VPC",1,1
1,2.88243998513103,6,436,"VPC",1,1
2,2.21355651830242,1,436,"VP",1,1
2,2.76223375259369,2,436,"VP",1,1
2,2.1696395633753,3,436,"VP",1,1
2,2.7757685681293,4,436,"VPC",1,1
2,2.23073318292414,5,436,"VPC",1,1
2,2.71866676399551,6,436,"VPC",1,1
3,3.78667162693261,1,436,"VP",1,1
3,2.69624477157047,2,436,"VP",1,1
3,2.06197166768451,3,436,"VP",1,1
3,2.73822855625145,4,436,"VPC",1,1
3,3.79079169671755,5,436,"VPC",1,1
3,2.80953756928896,6,436,"VPC",1,1
4,4.33345806486259,1,436,"VP",1,1
4,3.01396071379231,2,436,"VP",1,1
4,4.97550389392909,3,436,"VP",1,1
4,2.27672324958752,4,436,"VPC",1,1
4,3.07334021697143,5,436,"VPC",1,1
4,2.79256607642061,6,436,"VPC",1,1
5,4.74194075911318,1,436,"VP",1,1
5,4.37353802603356,2,436,"VP",1,1
5,4.69286021729816,3,436,"VP",1,1
5,4.11044073400804,4,436,"VPC",1,1
5,2.58483982993417,5,436,"VPC",1,1
5,3.07598747474043,6,436,"VPC",1,1
6,4.00996589399022,1,436,"VP",1,1
6,3.75113902028144,2,436,"VP",1,1
6,4.00605082765067,3,436,"VP",1,1
6,3.07430671583137,4,436,"VPC",1,1
6,2.3557298371778,5,436,"VPC",1,1
6,4.53542224323078,6,436,"VPC",1,1
1,4.09406596578611,1,437,"VP",1,1
1,2.06140789510652,2,437,"VP",1,1
1,3.96257001220853,3,437,"VP",1,1
1,2.05649010693777,4,437,"VPC",1,1
1,2.75964138404746,5,437,"VPC",1,1
1,2.05451156416754,6,437,"VPC",1,1
2,5.03704970327697,1,437,"VP",1,1
2,2.63076739046022,2,437,"VP",1,1
2,5.78508347162741,3,437,"VP",1,1
2,2.75496044219386,4,437,"VPC",1,1
2,3.72794890831429,5,437,"VPC",1,1
2,2.35346674094592,6,437,"VPC",1,1
3,3.87916107483837,1,437,"VP",1,1
3,2.9566337188855,2,437,"VP",1,1
3,2.51936441795832,3,437,"VP",1,1
3,3.44305611850799,4,437,"VPC",1,1
3,3.84139752888817,5,437,"VPC",1,1
3,3.95220903613339,6,437,"VPC",1,1
4,3.01878233721967,1,437,"VP",1,1
4,3.62579412937033,2,437,"VP",1,1
4,2.69010768796547,3,437,"VP",1,1
4,2.94391961526003,4,437,"VPC",1,1
4,2.76157322213312,5,437,"VPC",1,1
4,3.44061184210694,6,437,"VPC",1,1
5,2.9148762881235,1,437,"VP",1,1
5,2.97139284943073,2,437,"VP",1,1
5,5.29616294136153,3,437,"VP",1,1
5,2.41244703355119,4,437,"VPC",1,1
5,5.08938592836695,5,437,"VPC",1,1
5,3.00453086297676,6,437,"VPC",1,1
6,3.88142174285728,1,437,"VP",1,1
6,5.30446986132743,2,437,"VP",1,1
6,4.9814050468649,3,437,"VP",1,1
6,3.15750890677117,4,437,"VPC",1,1
6,3.4580401624224,5,437,"VPC",1,1
6,4.90153223988788,6,437,"VPC",1,1
1,3.94511597546212,1,438,"VP",1,1
1,3.54964868763621,2,438,"VP",1,1
1,4.2638297680511,3,438,"VP",1,1
1,3.52017158455434,4,438,"VPC",1,1
1,3.17795875620884,5,438,"VPC",1,1
1,2.53550326119117,6,438,"VPC",1,1
2,2.48704313552775,1,438,"VP",1,1
2,5.11291118842229,2,438,"VP",1,1
2,2.84243929262753,3,438,"VP",1,1
2,4.61245215071267,4,438,"VPC",1,1
2,2.55574294898371,5,438,"VPC",1,1
2,3.17582284914107,6,438,"VPC",1,1
3,3.31755529223446,1,438,"VP",1,1
3,2.4874654075239,2,438,"VP",1,1
3,3.27867819360271,3,438,"VP",1,1
3,2.50824307141463,4,438,"VPC",1,1
3,3.72174100704741,5,438,"VPC",1,1
3,2.53251464697321,6,438,"VPC",1,1
4,3.3163077579893,1,438,"VP",1,1
4,3.67625481914915,2,438,"VP",1,1
4,2.98560830133138,3,438,"VP",1,1
4,3.29692266871718,4,438,"VPC",1,1
4,3.81620305821288,5,438,"VPC",1,1
4,2.74818899608838,6,438,"VPC",1,1
5,2.39592986907006,1,438,"VP",1,1
5,5.43736247981828,2,438,"VP",1,1
5,2.64330288493858,3,438,"VP",1,1
5,5.09484357586353,4,438,"VPC",1,1
5,2.52136508912504,5,438,"VPC",1,1
5,3.32938820630019,6,438,"VPC",1,1
6,2.41890011220242,1,438,"VP",1,1
6,2.93157315642852,2,438,"VP",1,1
6,2.47214052681664,3,438,"VP",1,1
6,3.2934770750756,4,438,"VPC",1,1
6,2.48207156499703,5,438,"VPC",1,1
6,3.64439992543017,6,438,"VPC",1,1
1,5.05976949640981,1,439,"VP",1,1
1,4.64248233557407,2,439,"VP",1,1
1,3.34568550223226,3,439,"VP",1,1
1,4.59710635424751,4,439,"VPC",1,1
1,4.58819471476358,5,439,"VPC",1,1
1,2.37490627794095,6,439,"VPC",1,1
2,2.90478312531906,1,439,"VP",1,1
2,2.95781387921696,2,439,"VP",1,1
2,2.26073651808783,3,439,"VP",1,1
2,2.9758853010461,4,439,"VPC",1,1
2,2.88136321286622,5,439,"VPC",1,1
2,2.47260137827796,6,439,"VPC",1,1
3,3.27185885850575,1,439,"VP",1,1
3,2.90965877949548,2,439,"VP",1,1
3,5.0844981929676,3,439,"VP",1,1
3,3.39902021637304,4,439,"VPC",1,1
3,5.42510434537592,5,439,"VPC",1,1
3,3.47229524148102,6,439,"VPC",1,1
4,2.49520634499588,1,439,"VP",1,1
4,4.2466132087929,2,439,"VP",1,1
4,3.94655805786924,3,439,"VP",1,1
4,5.28674695286537,4,439,"VPC",1,1
4,3.90229103825629,5,439,"VPC",1,1
4,3.54570300510555,6,439,"VPC",1,1
5,2.73068689932357,1,439,"VP",1,1
5,3.15676672205799,2,439,"VP",1,1
5,3.3904456430498,3,439,"VP",1,1
5,2.84015356870511,4,439,"VPC",1,1
5,3.65791722572756,5,439,"VPC",1,1
5,3.71721300309206,6,439,"VPC",1,1
6,4.34819291095364,1,439,"VP",1,1
6,3.40556522052181,2,439,"VP",1,1
6,3.07388597280228,3,439,"VP",1,1
6,2.87894514033168,4,439,"VPC",1,1
6,3.62541983845317,5,439,"VPC",1,1
6,4.16781315818403,6,439,"VPC",1,1
1,4.34537572235112,1,440,"VP",1,1
1,2.44297909340771,2,440,"VP",1,1
1,3.01935913328114,3,440,"VP",1,1
1,3.34270946607,4,440,"VPC",1,1
1,4.42355135354489,5,440,"VPC",1,1
1,3.17919471645784,6,440,"VPC",1,1
2,4.03967034147862,1,440,"VP",1,1
2,3.47027317128567,2,440,"VP",1,1
2,3.03243207491111,3,440,"VP",1,1
2,3.10670031440651,4,440,"VPC",1,1
2,3.98979771979786,5,440,"VPC",1,1
2,2.75010137399874,6,440,"VPC",1,1
3,4.65759941983888,1,440,"VP",1,1
3,2.78903664101735,2,440,"VP",1,1
3,2.34802827414758,3,440,"VP",1,1
3,3.01774782823317,4,440,"VPC",1,1
3,4.64177487476947,5,440,"VPC",1,1
3,2.99714435947158,6,440,"VPC",1,1
4,3.32101420619895,1,440,"VP",1,1
4,3.54403050736114,2,440,"VP",1,1
4,2.99194938757777,3,440,"VP",1,1
4,4.01572756513878,4,440,"VPC",1,1
4,3.50625372098517,5,440,"VPC",1,1
4,2.89867175621315,6,440,"VPC",1,1
5,3.02495630406788,1,440,"VP",1,1
5,2.70008045424567,2,440,"VP",1,1
5,2.74448086362699,3,440,"VP",1,1
5,3.19349542666105,4,440,"VPC",1,1
5,2.58132559783404,5,440,"VPC",1,1
5,3.77332938462234,6,440,"VPC",1,1
6,4.72899658143224,1,440,"VP",1,1
6,5.31226038679604,2,440,"VP",1,1
6,3.48735181422591,3,440,"VP",1,1
6,2.98909241123449,4,440,"VPC",1,1
6,3.44259152594039,5,440,"VPC",1,1
6,4.98190328971282,6,440,"VPC",1,1
1,2.70965918116805,1,441,"VP",1,1
1,3.82110217725288,2,441,"VP",1,1
1,3.84021307168805,3,441,"VP",1,1
1,2.3412777334843,4,441,"VPC",1,1
1,3.93337824288635,5,441,"VPC",1,1
1,3.92629761764397,6,441,"VPC",1,1
2,2.48954925775145,1,441,"VP",1,1
2,2.17454291580179,2,441,"VP",1,1
2,3.62732044608134,3,441,"VP",1,1
2,2.05743235282043,4,441,"VPC",1,1
2,3.5490194047354,5,441,"VPC",1,1
2,2.20582055445138,6,441,"VPC",1,1
3,4.05556166085326,1,441,"VP",1,1
3,3.21357399500013,2,441,"VP",1,1
3,4.65531644567957,3,441,"VP",1,1
3,2.94609202000327,4,441,"VPC",1,1
3,3.06640297976521,5,441,"VPC",1,1
3,3.15018183199712,6,441,"VPC",1,1
4,4.37274792061574,1,441,"VP",1,1
4,2.29665136939232,2,441,"VP",1,1
4,2.85564059610571,3,441,"VP",1,1
4,2.29968639745325,4,441,"VPC",1,1
4,3.99083232164676,5,441,"VPC",1,1
4,2.2402943750527,6,441,"VPC",1,1
5,3.22222187863429,1,441,"VP",1,1
5,3.25406136019999,2,441,"VP",1,1
5,3.44673093641406,3,441,"VP",1,1
5,4.57351472620186,4,441,"VPC",1,1
5,2.68141361577899,5,441,"VPC",1,1
5,4.15910633527095,6,441,"VPC",1,1
6,4.93260573576614,1,441,"VP",1,1
6,2.2068766165331,2,441,"VP",1,1
6,5.93240971438331,3,441,"VP",1,1
6,2.26478919871327,4,441,"VPC",1,1
6,3.9209474193797,5,441,"VPC",1,1
6,2.26889854462918,6,441,"VPC",1,1
1,4.00338265307372,1,442,"VP",1,1
1,4.51875207053568,2,442,"VP",1,1
1,3.59978808768768,3,442,"VP",1,1
1,2.59255375681831,4,442,"VPC",1,1
1,5.08429466268847,5,442,"VPC",1,1
1,4.52553528694892,6,442,"VPC",1,1
2,3.50382218570282,1,442,"VP",1,1
2,3.02808484165062,2,442,"VP",1,1
2,2.87217738787973,3,442,"VP",1,1
2,3.97445633839263,4,442,"VPC",1,1
2,3.81035662462166,5,442,"VPC",1,1
2,4.03963276119414,6,442,"VPC",1,1
3,3.99295965420263,1,442,"VP",1,1
3,3.88741648592518,2,442,"VP",1,1
3,3.23996593446197,3,442,"VP",1,1
3,5.22562361511165,4,442,"VPC",1,1
3,4.58176978624333,5,442,"VPC",1,1
3,3.9080070581124,6,442,"VPC",1,1
4,3.09015969768381,1,442,"VP",1,1
4,2.27301631065967,2,442,"VP",1,1
4,3.93146210515824,3,442,"VP",1,1
4,2.33775869953092,4,442,"VPC",1,1
4,3.32796196759416,5,442,"VPC",1,1
4,2.26905843146772,6,442,"VPC",1,1
5,2.40171074377047,1,442,"VP",1,1
5,6.26481672296288,2,442,"VP",1,1
5,3.35755816616904,3,442,"VP",1,1
5,4.49416173617232,4,442,"VPC",1,1
5,3.24898521932022,5,442,"VPC",1,1
5,4.71450112125948,6,442,"VPC",1,1
6,3.22015543123291,1,442,"VP",1,1
6,2.81969457718695,2,442,"VP",1,1
6,3.07555290729104,3,442,"VP",1,1
6,2.69416893919901,4,442,"VPC",1,1
6,4.11298367174222,5,442,"VPC",1,1
6,2.64374239485891,6,442,"VPC",1,1
1,2.74972817347912,1,443,"VP",1,1
1,5.14792826043181,2,443,"VP",1,1
1,4.85579212382835,3,443,"VP",1,1
1,2.83406852725629,4,443,"VPC",1,1
1,4.98746341723012,5,443,"VPC",1,1
1,5.21511775788326,6,443,"VPC",1,1
2,2.94973891669954,1,443,"VP",1,1
2,3.31797542594525,2,443,"VP",1,1
2,2.98689533924816,3,443,"VP",1,1
2,3.66165784567915,4,443,"VPC",1,1
2,2.94156244832153,5,443,"VPC",1,1
2,4.72688628400217,6,443,"VPC",1,1
3,2.61302793872307,1,443,"VP",1,1
3,3.52458563656237,2,443,"VP",1,1
3,2.57715440108679,3,443,"VP",1,1
3,5.15624914494025,4,443,"VPC",1,1
3,2.57905137374523,5,443,"VPC",1,1
3,4.60023797828695,6,443,"VPC",1,1
4,4.3749592278766,1,443,"VP",1,1
4,2.65027630853325,2,443,"VP",1,1
4,2.97957454221275,3,443,"VP",1,1
4,2.70961582584593,4,443,"VPC",1,1
4,4.77671010789027,5,443,"VPC",1,1
4,2.34471058315094,6,443,"VPC",1,1
5,3.14570182045565,1,443,"VP",1,1
5,4.69109961061325,2,443,"VP",1,1
5,4.09275291373207,3,443,"VP",1,1
5,3.52465371115549,4,443,"VPC",1,1
5,3.35117362795008,5,443,"VPC",1,1
5,5.26047722506339,6,443,"VPC",1,1
6,3.06444823815516,1,443,"VP",1,1
6,4.01997490061788,2,443,"VP",1,1
6,3.69246800438167,3,443,"VP",1,1
6,5.20663977393815,4,443,"VPC",1,1
6,2.65634334231364,5,443,"VPC",1,1
6,4.105574082635,6,443,"VPC",1,1
1,2.84938403063512,1,444,"VP",1,1
1,3.48684843583962,2,444,"VP",1,1
1,2.94141470317322,3,444,"VP",1,1
1,4.2149991341386,4,444,"VPC",1,1
1,3.75328875203268,5,444,"VPC",1,1
1,3.23356079490709,6,444,"VPC",1,1
2,3.51008758998501,1,444,"VP",1,1
2,4.53946917831118,2,444,"VP",1,1
2,3.2377214448559,3,444,"VP",1,1
2,3.30211616925731,4,444,"VPC",1,1
2,4.315216164639,5,444,"VPC",1,1
2,3.92237358179259,6,444,"VPC",1,1
3,4.5776536222271,1,444,"VP",1,1
3,5.1567788894853,2,444,"VP",1,1
3,4.2645896647587,3,444,"VP",1,1
3,3.82651221309175,4,444,"VPC",1,1
3,2.7788414004918,5,444,"VPC",1,1
3,3.89949267219493,6,444,"VPC",1,1
4,2.74701735202985,1,444,"VP",1,1
4,4.21740163456784,2,444,"VP",1,1
4,2.85419723988517,3,444,"VP",1,1
4,2.78249752025981,4,444,"VPC",1,1
4,2.1074520452245,5,444,"VPC",1,1
4,4.58527018765052,6,444,"VPC",1,1
5,4.53141416231401,1,444,"VP",1,1
5,2.73356857742008,2,444,"VP",1,1
5,4.03580434725091,3,444,"VP",1,1
5,3.21244519205563,4,444,"VPC",1,1
5,2.70817451976999,5,444,"VPC",1,1
5,3.11334172442529,6,444,"VPC",1,1
6,3.62796111332497,1,444,"VP",1,1
6,3.95074669940864,2,444,"VP",1,1
6,4.49298458652016,3,444,"VP",1,1
6,3.55724079322865,4,444,"VPC",1,1
6,3.65560861482417,5,444,"VPC",1,1
6,3.24613085361801,6,444,"VPC",1,1
1,2.80863138209823,1,445,"VP",1,1
1,2.42303612830051,2,445,"VP",1,1
1,2.32871653875413,3,445,"VP",1,1
1,3.95021364515647,4,445,"VPC",1,1
1,3.02992871572134,5,445,"VPC",1,1
1,3.54812038063137,6,445,"VPC",1,1
2,4.7333663444053,1,445,"VP",1,1
2,2.53502897519083,2,445,"VP",1,1
2,4.74597695454738,3,445,"VP",1,1
2,2.82621203531957,4,445,"VPC",1,1
2,2.44541889641966,5,445,"VPC",1,1
2,2.95701682756565,6,445,"VPC",1,1
3,4.37094048249721,1,445,"VP",1,1
